name,type,lat,lng,tags
Hicks,park,36.11238411315917,-95.86851757363527,Full Address: 3443 S MINGO RD; Operational Hours: Daylight; Size of Park: 20.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation/community-and-specialty-centers/hicks-community-center; Playgrounds Available: Yes; Water Playground Available: No
Challenger 7,park,36.10454326794901,-96.0368012762878,Full Address: 3909 W 41ST ST; Operational Hours: Daylight; Size of Park: 19.58; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Crawford,park,36.18873555866992,-95.98439167028405,Full Address: 2425 N HARTFORD AVE; Operational Hours: Daylight; Size of Park: 24.09; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Hilti,park,36.089882229639485,-95.84411592413713,Full Address: 12148 E 51ST ST S; Operational Hours: Daylight; Size of Park: 29.3; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
Lumpkin,park,36.24519553739315,-96.00760418465511,Full Address: 2505 W 66T ST N; Operational Hours: Daylight; Size of Park: 40.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
Mitchell,park,36.11026615997613,-95.91068951880354,Full Address: 5949 E 36TH PL; Operational Hours: Daylight; Size of Park: 6.49; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
North 56th St Tract,park,36.2362248076398,-95.93598246845868,Full Address: 3435 E 56TH ST N; Operational Hours: Daylight; Size of Park: 3.03; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
Penney,park,36.14893807994885,-96.04711537763667,Full Address: 531 S 49TH W AVE; Operational Hours: Daylight; Size of Park: 1.28; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Springdale,park,36.17721633219439,-95.96049530048849,Full Address: 2223 E PINE ST; Operational Hours: Daylight; Size of Park: 9.53; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Terrace,park,36.12467802424342,-95.8891300009854,Full Address: 2877 S 77TH E AVE; Operational Hours: Daylight; Size of Park: 20.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Gunboat North,park,36.14717231514399,-95.98121559349492,Full Address: 1122 S FRANKFORT AVE; Operational Hours: Daylight; Size of Park: 0.25; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
Adams,park,36.17952639427463,-95.95554745206066,Full Address: 1627 N ATLANTA PL; Operational Hours: Daylight; Size of Park: 0.6; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
Carbondale,park,36.09303485346629,-96.02398957904055,Full Address: 2802 W 48TH ST S; Operational Hours: Daylight; Size of Park: 1.91; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Leake,park,36.05756512511081,-95.88892786818636,Full Address: 7714 E 71ST ST; Operational Hours: Daylight; Size of Park: 23.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Mohawk Park,park,36.21347628625588,-95.90509097689628,Full Address: 5701 E 36TH ST N; Operational Hours: Daylight; Size of Park: 3170.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
"Franklin, BC",park,36.18419557522202,-95.9668872054492,Full Address: 1818 E VIRGIN AVE; Operational Hours: Daylight; Size of Park: 16.44; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Redbud Valley Nature Preserve,park,36.22012572125719,-95.79773451786217,Full Address: 16150 REDBUD DR; Operational Hours: Daylight; Size of Park: 82.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation/community-and-specialty-centers/oxley-nature-center-and-redbud-valley; Playgrounds Available: No; Water Playground Available: No
Johnson H.B.,park,36.137382309377834,-95.84007742826522,Full Address: 1714 S 123RD E AVE; Operational Hours: Daylight; Size of Park: 5.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
Fred Johnson,park,36.077190151260325,-95.98033031923697,Full Address: 6002 S RIVERSIDE RD; Operational Hours: Daylight; Size of Park: 32.8; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: Yes; Water Playground Available: No
Johnson Paul,park,36.0563584671375,-95.93101455047837,Full Address: 7433 S PITTSBURG AVE; Operational Hours: Daylight; Size of Park: 10.0; Website: http://www.cityoftulsa.org/government/departments/park-and-recreation; Playgrounds Available: No; Water Playground Available: No
Gathering Place,park,36.12448242026168,-95.98434149272822,Full Address: 2650 S John Williams Way E; Operational Hours: Daylight; Size of Park: 1.0; Website: http://www.gatheringplace.org/; Playgrounds Available: Yes; Water Playground Available: Yes
Central,park,36.163010800679686,-96.02624735671371,Full Address: 3101 W Edison St; Playgrounds Available: No; Water Playground Available: No
Street,park,36.146526659638845,-95.9216527492955,Full Address: 1135 S Yale Ave; Playgrounds Available: No; Water Playground Available: No
Dual Language Academy,park,36.19359744156479,-95.96117654139837,Full Address: 2703 N Yorktown Pl; Playgrounds Available: Yes; Water Playground Available: No
Mclain,park,36.22554367233951,-95.97517415722783,Full Address: 4929 N Peoria Ave; Playgrounds Available: No; Water Playground Available: No
Traice Academy Middle & High,park,36.21277824782842,-95.94998750480198,Full Address: 2740 E 41st St N; Playgrounds Available: No; Water Playground Available: No
Project Accept Traice Elementary,park,36.17340014318793,-96.00530401209,Full Address: 1205 W Newton St; Playgrounds Available: Yes; Water Playground Available: No
Memorial,park,36.081753483865725,-95.89345595783763,Full Address: 7502 E 57th St; Playgrounds Available: No; Water Playground Available: No
Tulsa Met Jr. High & High,park,36.18483143048219,-95.90666651273762,Full Address: 6201 E Virgin St; Playgrounds Available: No; Water Playground Available: No
Eisenhower International,park,36.08313121194205,-95.94343901568931,Full Address: 3111 E 56th St; Playgrounds Available: Yes; Water Playground Available: No
Grimes,park,36.082897114831745,-95.94117612381473,Full Address: 3213 E 56th St; Playgrounds Available: Yes; Water Playground Available: No
Zarrow International,park,36.111022379644396,-95.91298203717056,Full Address: 3613 S Hudson Ave; Playgrounds Available: Yes; Water Playground Available: No
Robertson,park,36.09213988176355,-96.02346500556759,Full Address: 2721 W 50th St; Playgrounds Available: Yes; Water Playground Available: No
Salk,park,36.08141126298139,-95.89139328968382,Full Address: 7625 E 58th St; Playgrounds Available: Yes; Water Playground Available: No
Disney,park,36.12731038947953,-95.84463280737171,Full Address: 11702 E 25th St; Playgrounds Available: Yes; Water Playground Available: No
Skelly (PreK - 1st),park,36.1218887328183,-95.87543612253026,Full Address: 2714 S 90th Ave E; Playgrounds Available: Yes; Water Playground Available: No
Skelly (2nd - 6th),park,36.119801305820324,-95.87543577749233,Full Address: 2940 S 90th Ave E; Playgrounds Available: Yes; Water Playground Available: No
Anderson,park,36.195472989717636,-95.96398696253121,Full Address: 1921 E 29th St N; Playgrounds Available: Yes; Water Playground Available: No
Hawthorne,park,36.20337697834882,-95.97609276302697,Full Address: 1105 E 33rd St N; Size of Park: 5.73; Playgrounds Available: Yes; Water Playground Available: No
Wayman Tisdale Fine Arts Academy,park,36.15768060689646,-96.03991704462712,Full Address: 4132 W Cameron St; Playgrounds Available: Yes; Water Playground Available: No
Mark Twain,park,36.149308868646216,-96.04002093225719,Full Address: 541 S 43rd Ave W; Playgrounds Available: Yes; Water Playground Available: No
Macarthur,park,36.13038439841495,-95.89595693404497,Full Address: 2182 S 73rd Ave E; Playgrounds Available: Yes; Water Playground Available: No
Gilcrease,park,36.23457735396061,-95.99453570807303,Full Address: 5550 N Martin Luther King Jr Blvd; Size of Park: 342.41; Playgrounds Available: Yes; Water Playground Available: No
ECDC Bunche,park,36.231015086986105,-95.99399686836003,Full Address: 5402 N Martin Luther King Jr Blvd; Playgrounds Available: Yes; Water Playground Available: No
Academy Central,park,36.180771081205144,-96.01239623403647,Full Address: 1789 W Seminole St; Playgrounds Available: Yes; Water Playground Available: No
Burroughs,park,36.18299685215046,-95.99523242149844,Full Address: 1924 N Martin Luther King Jr Blvd; Playgrounds Available: Yes; Water Playground Available: No
Mayo Demonstration,park,36.146913576515445,-95.95065327039492,Full Address: 1127 S Columbia Ave; Playgrounds Available: Yes; Water Playground Available: No
Arts & Sciences @ Roosevelt,park,36.15804628952856,-96.00531801260416,Full Address: 1202 W Easton St; Playgrounds Available: No; Water Playground Available: No
McClure Elementary School,park,36.07394087972432,-95.96332282782284,Full Address: 1770 E 61st St; Playgrounds Available: Yes; Water Playground Available: No
Marshall,park,36.08191138954029,-95.97765112750814,Full Address: 1142 E 56th St; Playgrounds Available: Yes; Water Playground Available: No
Patrick Henry,park,36.10381332359431,-95.93535587662342,Full Address: 3820 E 41st St; Playgrounds Available: Yes; Water Playground Available: No
Wright,park,36.097648647784794,-95.97827172881055,Full Address: 1110 E 45th Pl; Size of Park: 4.66; Playgrounds Available: Yes; Water Playground Available: No
Eliot,park,36.11109910431344,-95.97169375530129,Full Address: 1442 E 36th St; Playgrounds Available: Yes; Water Playground Available: No
Penn,park,36.22407420017899,-95.96116131954354,Full Address: 2138 E 48th St N; Playgrounds Available: Yes; Water Playground Available: No
Whitman,park,36.21034698739082,-95.98227875687347,Full Address: 3924 N Lansing Ave; Playgrounds Available: Yes; Water Playground Available: No
Mitchell,park,36.165790201254985,-95.89506735188326,Full Address: 733 N 73rd Ave E; Size of Park: 6.49; Playgrounds Available: Yes; Water Playground Available: No
McKinley,park,36.16954386703323,-95.90101319708769,Full Address: 6703 E King St; Playgrounds Available: Yes; Water Playground Available: No
Bell,park,36.15947694871387,-95.90682284752796,Full Address: 6304 E Admiral Blvd; Playgrounds Available: Yes; Water Playground Available: No
Springdale,park,36.17625479292456,-95.95574131442336,Full Address: 2510 E Pine St; Size of Park: 9.53; Playgrounds Available: Yes; Water Playground Available: No
Unity Learning Academy,park,36.18530154749873,-95.93087936567727,Full Address: 2137 N Pittsburg Ave; Playgrounds Available: Yes; Water Playground Available: No
Celia Clinton,park,36.180299558219694,-95.94169483006547,Full Address: 1740 N Harvard Ave; Playgrounds Available: Yes; Water Playground Available: No
Owen,park,36.17053522131245,-95.92523894185751,Full Address: 1132 N Vandalia Ave; Size of Park: 23.75; Playgrounds Available: Yes; Water Playground Available: No
Hamilton,park,36.18769236665235,-95.90667262467134,Full Address: 2316 N Norwood Pl; Playgrounds Available: Yes; Water Playground Available: No
Tulsa Honor @ Bell Primary,park,36.15849432334889,-95.90876157216034,Full Address: 209 S Lakewood Ave; Playgrounds Available: Yes; Water Playground Available: No
Carnegie,park,36.08292300086035,-95.92905430066429,Full Address: 4309 E 56th St; Playgrounds Available: Yes; Water Playground Available: No
Hoover,park,36.12933113788937,-95.91735908298938,Full Address: 2327 S Darlington Ave; Playgrounds Available: Yes; Water Playground Available: No
Key,park,36.08105038139961,-95.91219484981546,Full Address: 5702 S Irvington Ave; Playgrounds Available: Yes; Water Playground Available: No
Lanier,park,36.136381547995384,-95.94002960461263,Full Address: 1727 S Harvard Ave; Playgrounds Available: Yes; Water Playground Available: No
Council Oak,park,36.13424122385743,-95.98376756867015,Full Address: 1920 S Cincinnati Ave; Playgrounds Available: Yes; Water Playground Available: No
Jones,park,36.140274538537774,-95.89626820838035,Full Address: 1515 S 71st Ave E; Playgrounds Available: Yes; Water Playground Available: No
Dolores Huerta,park,36.12459371062193,-95.85865348541464,Full Address: 10620 E 27th St; Playgrounds Available: Yes; Water Playground Available: No
Peary,park,36.13731230472252,-95.85594999124282,Full Address: 10818 E 17th St; Playgrounds Available: Yes; Water Playground Available: No
Cooper,park,36.136687361225,-95.84062186117772,Full Address: 1808 S 123rd Ave E; Playgrounds Available: Yes; Water Playground Available: No
Lindbergh,park,36.149001158226106,-95.87720906483557,Full Address: 931 S 89th Ave E; Playgrounds Available: Yes; Water Playground Available: No
Kerr,park,36.156966509611266,-95.84766538973706,Full Address: 202 S 117th Ave E; Playgrounds Available: Yes; Water Playground Available: No
Sequoyah,park,36.16531246932347,-95.95470946431485,Full Address: 724 N Birmingham Ave; Size of Park: 10.16; Playgrounds Available: Yes; Water Playground Available: No
Rogers College,park,36.154249417653034,-95.93383011864624,Full Address: 3909 E 5th Pl; Playgrounds Available: No; Water Playground Available: No
Webster,park,36.10605214511346,-96.01519648017783,Full Address: 1919 W 40th St; Playgrounds Available: No; Water Playground Available: No
Memorial,park,36.07986160671451,-95.91487271566616,Full Address: 5840 S Hudson Ave; Playgrounds Available: No; Water Playground Available: No
Washington,park,36.18873727835586,-95.9708448558089,Full Address: 1514 E Zion St; Playgrounds Available: No; Water Playground Available: No
Edison Preparatory,park,36.10392570334017,-95.94613032303485,Full Address: 2906 E 41st St; Playgrounds Available: No; Water Playground Available: No
Hale,park,36.13220444648304,-95.89673353304013,Full Address: 6960 E 21st St; Playgrounds Available: No; Water Playground Available: No
East Central,park,36.147238228376246,-95.84124116462701,Full Address: 12150 E 11th St; Playgrounds Available: No; Water Playground Available: No
Clinton West,park,36.103475086470525,-96.01814489015108,Full Address: 2224 W 41st St; Playgrounds Available: Yes; Water Playground Available: No
Hale,park,36.130270810788545,-95.89872137281392,Full Address: 2177 S 67th Ave E; Playgrounds Available: No; Water Playground Available: No
Carver,park,36.175731199447796,-95.98519820158873,Full Address: 624 E Oklahoma Pl; Playgrounds Available: No; Water Playground Available: No
Kipp Tulsa College Preparatory @ Woods,park,36.18511440785883,-95.96935189666374,Full Address: 1661 E Virgin St; Playgrounds Available: No; Water Playground Available: No
Mclain Seventh Grade Academy,park,36.22079931857511,-95.9882105755441,Full Address: 525 E 46th St N; Playgrounds Available: No; Water Playground Available: No
Monroe Demonstration Academy,park,36.223738902139296,-95.96406086942677,Full Address: 2010 E 48th St N; Playgrounds Available: Yes; Water Playground Available: No
East Central,park,36.13417664159379,-95.84036197076124,Full Address: 12121 E 21st St; Playgrounds Available: No; Water Playground Available: No
Thoreau Demonstration Academy,park,36.06017800217449,-95.89211251551185,Full Address: 7370 E 71st St; Playgrounds Available: No; Water Playground Available: No
Phoenix Rising,park,36.16294429892453,-95.93865589900143,Full Address: 3441 E Archer St; Playgrounds Available: Yes; Water Playground Available: No
College Bound @ Eastside,park,36.12560430001481,-95.86372623864956,Full Address: 2525 S 101st Ave E; Playgrounds Available: Yes; Water Playground Available: No
Tulsa Legacy: Primary Academy @ Greeley,park,36.245225335535785,-95.9944951028905,Full Address: 105 E 63rd St N; Playgrounds Available: Yes; Water Playground Available: No
Tulsa Legacy: Upper Academy @ Cherokee,park,36.24015391536498,-95.9751001121761,Full Address: 6001 N Peoria Ave; Playgrounds Available: Yes; Water Playground Available: No
Grissom,park,36.06651154771444,-95.89573485025346,Full Address: 6646 S 73rd Ave E; Playgrounds Available: Yes; Water Playground Available: No
Emerson,park,36.16725265660108,-95.99553415414039,Full Address: 910 N Martin Luther King Jr Blvd; Playgrounds Available: Yes; Water Playground Available: No
